BOGOTA;ARMENIA;MELGAR;APPGICA;Gualanday;Categoria II;12900;5 h 37 min;282;SI
BOGOTA;ARMENIA;MELGAR;APPGICA;Gualanday;Categoria III;30700;5 h 37 min;282;SI
BOGOTA;ARMENIA;MELGAR;APPGICA;Gualanday;Categoria IV;41300;5 h 37 min;282;SI
BOGOTA;ARMENIA;MELGAR;APPGICA;Gualanday;Categoria V;45500;5 h 37 min;282;SI
BOGOTA;ARMENIA;MELGAR;PEAJES NACIONALES;Tunel de la linea - Portal Bermell�n;Categoria I;10600;5 h 37 min;282;SI
BOGOTA;ARMENIA;MELGAR;PEAJES NACIONALES;Tunel de la linea - Portal Bermell�n;Categoria II;11900;5 h 37 min;282;SI
BOGOTA;ARMENIA;MELGAR;PEAJES NACIONALES;Tunel de la linea - Portal Bermell�n;Categoria III;24500;5 h 37 min;282;SI
BOGOTA;ARMENIA;MELGAR;PEAJES NACIONALES;Tunel de la linea - Portal Bermell�n;Categoria IV;31200;5 h 37 min;282;SI
BOGOTA;ARMENIA;MELGAR;PEAJES NACIONALES;Tunel de la linea - Portal Bermell�n;Categoria V;35300;5 h 37 min;282;SI
BOGOTA;ARMENIA;GIRARDOT;CCFC;Rio Bogota;Categoria I;11200;6 h 21 min;285;SI
